country_code,decade,contemporaneous_effect
LBN,1990s,6.703338960225614
LBN,2000s,1.0501385722356407
LBN,2010s,-1.6504228444843694
LBN,2020-2024,0.16680747862234385
LBR,1960s,-0.9993793710552521
LBR,1970s,-0.5957778427249201
LBR,1980s,-0.4426240693697176
LBR,1990s,1.2369942636117663
LBR,2000s,9.542537995695184
LBR,2010s,-1.216742972422202
LBR,2020-2024,-0.770357375752637
LBY,1960s,-2.0821513560616265
LBY,1970s,-2.2748141074835964
LBY,1980s,-4.664908644005119
LBY,1990s,0.03576953185306886
LBY,2000s,6.988133572765223
LBY,2010s,-5.02717258183791
LBY,2020-2024,0.7604333074804298
LCA,1960s,-4.624013568908165
LCA,1970s,2.066685582335942
LCA,1980s,-3.671668644923526
LCA,1990s,-3.1740232925794927
LCA,2000s,0.2351109940216777
LCA,2010s,-4.485093818827589
LCA,2020-2024,-0.056828544000241316
LIE,1960s,-0.9804204752307317
LIE,1970s,5.063838915709439
LIE,1980s,0.37336074766066496
LIE,1990s,-4.423100221620572
LIE,2000s,5.577270068875628
LIE,2010s,2.337143498201771
LIE,2020-2024,-0.3015178854554658
LKA,1960s,-1.4552161796754268
LKA,1970s,2.3354256109857126
LKA,1980s,-0.5801761696325
LKA,1990s,0.8500712505557169
LKA,2000s,3.3544623868003285
LKA,2010s,2.1562028616729085
LKA,2020-2024,-0.04255975196236779
LSO,1960s,6.816708166956767
LSO,1970s,3.5733022756978103
LSO,1980s,2.5488769898584165
LSO,1990s,-2.079412130891211
LSO,2000s,2.5665815054803973
LSO,2010s,-2.7464857829305434
LSO,2020-2024,0.394950786056385
LTU,1960s,-1.0495166681296484
LTU,1970s,2.4840653433866264
LTU,1980s,0.07361106395286565
LTU,1990s,12.531013154615971
LTU,2000s,-0.09434507472403503
LTU,2010s,1.1013906046208368
LTU,2020-2024,-0.8279410701737444
LUX,1960s,-1.1822645582695233
LUX,1970s,2.296680366651291
LUX,1980s,1.1232542727073271
LUX,1990s,0.17122494342864802
LUX,2000s,-3.082234853395592
LUX,2010s,-1.3314604995230825
LUX,2020-2024,-0.5182389277655212
LVA,1960s,-2.9000728255868804
LVA,1970s,1.167607650207228
LVA,1980s,1.6850972880786537
LVA,1990s,11.510541577282977
LVA,2000s,-0.6166593027410578
LVA,2010s,1.3422785613745298
LVA,2020-2024,-0.10642546610009404
MAR,1960s,-0.7523864803659571
MAR,1970s,0.6089707261037044
MAR,1980s,0.3837471141447637
MAR,1990s,2.3069184089297936
MAR,2000s,1.3050828346186452
MAR,2010s,0.004209733013235774
MAR,2020-2024,-0.3684286905403204
MCO,1960s,-0.18612931259200147
MCO,1970s,0.11749962571656107
MCO,1980s,1.2352033982968098
MCO,1990s,2.5025198825338273
MCO,2000s,9.972854102102879
MCO,2010s,-0.48256043081194416
MCO,2020-2024,0.004661590210124491
MDA,1960s,4.885544081014031
MDA,1970s,0.9170558191300325
MDA,1980s,3.740868350400742
MDA,1990s,10.125755954552012
MDA,2000s,-3.250628315986016
MDA,2010s,0.6179801234986234
MDA,2020-2024,0.5601301872414651
MDG,1960s,-3.230364863134654
MDG,1970s,-5.63470478804682
MDG,1980s,2.8202270405918264
MDG,1990s,-1.7699753305915007
MDG,2000s,-2.606746608442277
MDG,2010s,6.295948527533643
MDG,2020-2024,-0.07592182192413573
MDV,1960s,6.189932788090184
MDV,1970s,-1.6721726643147412
MDV,1980s,5.113352442678861
MDV,1990s,-3.4325698188352716
MDV,2000s,5.10918036893946
MDV,2010s,-5.626151474839934
MDV,2020-2024,1.5872043871723776
MEX,1960s,0.8625903959480208
MEX,1970s,0.18767781491374097
MEX,1980s,0.16615246991522017
MEX,1990s,1.4773838511035449
MEX,2000s,-2.238024853633809
MEX,2010s,-0.5460883066128563
MEX,2020-2024,0.06072026673418962
MHL,1960s,4.253892510638007
MHL,1970s,-1.857062004270556
MHL,1980s,1.223180079913923
MHL,1990s,1.2801832335755439
MHL,2000s,-0.6591236387861363
MHL,2010s,-0.42142716939395525
MHL,2020-2024,-0.4677540458393496
MKD,1960s,2.83178682853495
MKD,1970s,-1.7532017790107401
MKD,1980s,-2.1299873547366506
MKD,1990s,10.646869790572275
MKD,2000s,-0.5754846332187245
MKD,2010s,-1.8407982696734926
MKD,2020-2024,-0.8120136634849633
MLI,1960s,-7.783003362998926
MLI,1970s,1.268707165115451
MLI,1980s,1.551529137517746
MLI,1990s,3.610687438514643
MLI,2000s,0.635046391796542
MLI,2010s,-2.0194784249213638
MLI,2020-2024,-3.5930518231245294
MLT,1960s,9.65785757418445
MLT,1970s,-3.2684964871266744
MLT,1980s,2.000575690256036
MLT,1990s,-0.5319368872409652
MLT,2000s,2.49760644403492
MLT,2010s,0.08021810512416205
MLT,2020-2024,-0.6990491612117802
MMR,1960s,-5.435618108697154
MMR,1970s,3.783477221160424
MMR,1980s,-2.370927548449742
MMR,1990s,-1.5346496031733525
MMR,2000s,-0.5444029458558104
MMR,2010s,10.282214497133845
MMR,2020-2024,-4.303756193893671
MNE,1960s,2.389284331544732
MNE,1970s,0.5152279342913683
MNE,1980s,-4.274426874352832
MNE,1990s,-9.506121556454426
MNE,2000s,6.626690505797205
MNE,2010s,-0.8564570166346795
MNE,2020-2024,-1.026491748512663
MNG,1960s,6.732475396338967
MNG,1970s,0.7845591629816803
MNG,1980s,3.745218051953187
MNG,1990s,2.351466644399473
MNG,2000s,-0.37085505625624826
MNG,2010s,1.0112569862282166
MNG,2020-2024,0.08899899934624231
MOZ,1960s,6.3971805600875244
MOZ,1970s,4.522725027347027
MOZ,1980s,1.5921198940944326
MOZ,1990s,2.8898868654213166
MOZ,2000s,-1.6703845550319734
MOZ,2010s,-2.2897084332068456
MOZ,2020-2024,0.46963072392549615
MRT,1960s,-4.831131464870932
MRT,1970s,2.2082619417740665
MRT,1980s,3.406303203140339
MRT,1990s,1.1055460532014978
MRT,2000s,-0.9213314581884043
MRT,2010s,2.14242721985669
MRT,2020-2024,0.3821970914408751
MUS,1960s,1.8969613962622751
MUS,1970s,-4.372065907707726
MUS,1980s,1.4243989949242244
MUS,1990s,1.4119836189460846
MUS,2000s,-0.4485805854296023
MUS,2010s,0.9593924286836222
MUS,2020-2024,0.14356021498537277
MWI,1960s,8.090989478288332
MWI,1970s,-1.002187029481039
MWI,1980s,2.482372787791471
MWI,1990s,2.2485916683287575
MWI,2000s,-1.1132483772478041
MWI,2010s,-1.3606361082772034
MWI,2020-2024,0.031888348043336595
MYS,1960s,1.171873516522684
MYS,1970s,-1.8846940142432773
MYS,1980s,-3.1030096092854995
MYS,1990s,-2.2287337562020166
MYS,2000s,2.7374464328457626
MYS,2010s,-1.7075577906576371
MYS,2020-2024,1.2795626563047893
NAM,1960s,1.4967809446768805
NAM,1970s,4.814935223478809
NAM,1980s,-0.9809531789664876
NAM,1990s,-1.1040840855397023
NAM,2000s,-1.1087365644456093
NAM,2010s,-0.3304390035347411
NAM,2020-2024,0.27906615127550033
NER,1960s,-4.3578187328299185
NER,1970s,6.234546999035318
NER,1980s,2.9844893073163643
NER,1990s,-3.2234424407206177
NER,2000s,7.5636895151342225
NER,2010s,6.550043358320412
NER,2020-2024,-2.7300375905716026
NGA,1960s,-4.021138760258749
NGA,1970s,-3.3355178668500103
NGA,1980s,-0.9113613619434742
NGA,1990s,-11.545142372122807
NGA,2000s,1.7961056973616136
NGA,2010s,1.7290306415409542
NGA,2020-2024,0.6912330679427681
NIC,1960s,-0.5366544205643894
NIC,1970s,-0.2565011451717669
NIC,1980s,-7.001229392055401
NIC,1990s,3.1419076467730287
NIC,2000s,-4.810842446691914
NIC,2010s,-1.5626292247790334
NIC,2020-2024,1.2011221979068638
NLD,1960s,-0.46872687670857927
NLD,1970s,0.27744764341026706
NLD,1980s,-1.439023938108278
NLD,1990s,0.41833353282149915
NLD,2000s,-0.42894125164141894
NLD,2010s,1.7536207163087116
NLD,2020-2024,1.3439974799576169
NOR,1960s,-0.3042697858011373
NOR,1970s,2.8346542445450122
NOR,1980s,-2.069995471319177
NOR,1990s,-0.7146836366591973
NOR,2000s,0.25523322565066614
NOR,2010s,-1.6872620833858487
NOR,2020-2024,0.5093933293952145
NPL,1960s,0.7189950295819698
NPL,1970s,0.5694106126752083
NPL,1980s,2.171134344002531
NPL,1990s,-0.618754433097757
NPL,2000s,0.18275707699027555
NPL,2010s,1.2633445988321315
NPL,2020-2024,0.26620288749004484
NRU,1960s,3.332534871159155
NRU,1970s,-0.3771261516845081
NRU,1980s,-0.4275089630920157
NRU,1990s,2.303904537883637
NRU,2000s,3.8834082653626885
NRU,2010s,0.6688659415043483
NRU,2020-2024,0.42618065224035645
NZL,1960s,-3.2445142492399106
NZL,1970s,-1.5759189153945459
NZL,1980s,-4.189710087861157
NZL,1990s,2.5091682743432795
NZL,2000s,2.151868853667703
NZL,2010s,-0.49325081415750094
NZL,2020-2024,0.6445867081014716
OMN,1960s,-5.260653693343023
OMN,1970s,4.75374259711507
OMN,1980s,1.5196536942206187
OMN,1990s,0.37150928308463443
OMN,2000s,2.7062982292738798
OMN,2010s,0.16916364649430762
OMN,2020-2024,0.5966794854869085
PAK,1960s,-1.9953055647509843
PAK,1970s,-6.73545183678001
PAK,1980s,4.739153932575085
PAK,1990s,-3.1597134677307843
PAK,2000s,11.342679189977625
PAK,2010s,-0.21611093584675273
PAK,2020-2024,0.4455007598819337
PAN,1960s,2.0552347438890926
PAN,1970s,2.6318020001294573
PAN,1980s,-6.122329051112054
PAN,1990s,6.816613786097523
PAN,2000s,-0.4476111002890064
PAN,2010s,-0.38222022442136594
PAN,2020-2024,-0.17883163792881873
PER,1960s,-2.291031963132526
PER,1970s,0.9343854794023341
PER,1980s,-5.4206703835804415
PER,1990s,0.6031370499369988
PER,2000s,3.1908819266459303
PER,2010s,-0.6272583701904579
PER,2020-2024,-0.5659691524025215
PHL,1960s,-1.0040059491028366
PHL,1970s,2.3177560924125737
PHL,1980s,1.1194431288911084
PHL,1990s,0.9101709638291663
PHL,2000s,-1.4175659096101512
PHL,2010s,-1.9175908606539882
PHL,2020-2024,1.141778029387535
PLW,1960s,0.04469907214501241
PLW,1970s,-1.225011521612018
PLW,1980s,-0.24698126299514045
PLW,1990s,7.689446249517796
PLW,2000s,-1.1872785599222329
PLW,2010s,-0.4758563855617295
PLW,2020-2024,-0.47013206248091655
PNG,1960s,1.573992342693725
PNG,1970s,7.394349567214072
PNG,1980s,0.9919514853853184
PNG,1990s,-2.3194165482238525
PNG,2000s,0.5857498932089155
PNG,2010s,1.3849443817432188
PNG,2020-2024,0.2679777725355997
POL,1960s,-0.08609055232817547
POL,1970s,3.6448191709648543
POL,1980s,-5.493169193754795
POL,1990s,2.2993624248212114
POL,2000s,-4.149202374518371
POL,2010s,0.3779519309413709
POL,2020-2024,-0.5444104164766906
PRK,1960s,-2.33994269857923
PRK,1970s,1.616112130487126
PRK,1980s,-1.0939795764822455
PRK,1990s,6.2172111295842125
PRK,2000s,-9.691992471077953
PRK,2010s,-2.4213119941158348
PRK,2020-2024,-0.17530323332428072
PRT,1960s,-6.957341712279749
PRT,1970s,7.2700249438193785
PRT,1980s,-0.08236282094755659
PRT,1990s,0.897692014286613
PRT,2000s,-1.2799404453936227
PRT,2010s,0.046662092597673635
PRT,2020-2024,-0.1817815506689358
PRY,1960s,-1.3018637792628565
PRY,1970s,-4.7811890432834785
PRY,1980s,0.8473878248777942
PRY,1990s,4.435629842861525
PRY,2000s,-0.09842758052938423
PRY,2010s,-1.4734472182756926
PRY,2020-2024,-1.3887248923381164
QAT,1960s,-1.3926752244860028
QAT,1970s,6.343542622463443
QAT,1980s,0.6008909046210181
QAT,1990s,6.273777331844342
QAT,2000s,0.3617526452307311
QAT,2010s,0.053272375717396944
QAT,2020-2024,0.6984795740694218
ROU,1960s,5.232187286630119
ROU,1970s,1.3483140966020144
ROU,1980s,-6.045082576322634
ROU,1990s,10.393108731612735
ROU,2000s,0.8040929736032466
ROU,2010s,-0.3017895845096407
ROU,2020-2024,-0.3825135200057131
RUS,1960s,2.7499315390496335
RUS,1970s,1.3599867472352578
RUS,1980s,3.5346454307646766
RUS,1990s,1.8670673553385184
RUS,2000s,-1.712967426081314
RUS,2010s,-6.189316243142444
RUS,2020-2024,-1.3492100906515399
RWA,1960s,7.47672250844724
RWA,1970s,1.7903818320246603
RWA,1980s,0.9029151834065308
RWA,1990s,0.30520572463551005
RWA,2000s,1.3042988977749133
RWA,2010s,-1.9895414029484049
RWA,2020-2024,-0.33518527478716353
SAU,1960s,1.6038213978244609
SAU,1970s,3.6110986003086696
SAU,1980s,-0.37505357582824894
SAU,1990s,-2.211348755285383
SAU,2000s,2.8642351936267025
SAU,2010s,-3.324949177066483
SAU,2020-2024,0.8762854925252479
SDN,1960s,-4.813903222032658
SDN,1970s,8.663418803124568
SDN,1980s,-1.4846484814236693
SDN,1990s,-6.888251617182467
SDN,2000s,3.0962973214359537
SDN,2010s,0.7915903525663219
SDN,2020-2024,-1.8970057412812928
SEN,1960s,-0.9009433039610684
SEN,1970s,4.087793890011079
SEN,1980s,2.3845537037852607
SEN,1990s,1.0219224819235608
SEN,2000s,0.4465913745603059
SEN,2010s,0.7837241721770358
SEN,2020-2024,-0.062106095467260966
SGP,1960s,6.47557352224352
SGP,1970s,-2.2754985140015114
SGP,1980s,-1.534263786880738
SGP,1990s,3.3129026415367218
SGP,2000s,-0.08744074407667693
SGP,2010s,0.5022566113150323
SGP,2020-2024,0.26058041025331147
SLB,1960s,-0.024364717055892243
SLB,1970s,6.528124975969129
SLB,1980s,-1.6051641071739948
SLB,1990s,0.24472212052630943
SLB,2000s,3.6129241718897958
SLB,2010s,0.8817683653118217
SLB,2020-2024,-1.2600582350822724
SLE,1960s,6.1747341760992285
SLE,1970s,0.865185616987501
SLE,1980s,-1.2290339967734467
SLE,1990s,-1.2374657636398128
SLE,2000s,2.0963148671883736
SLE,2010s,-0.2619798296011191
SLE,2020-2024,-0.9382412336679193
SLV,1960s,2.737903633886063
SLV,1970s,-7.637905107955282
SLV,1980s,11.218623537524833
SLV,1990s,7.532001041627323
SLV,2000s,-1.8212235709387536
SLV,2010s,-0.1926477003678691
SLV,2020-2024,-1.9671490363010065
SMR,1960s,-1.1434162127659677
SMR,1970s,1.49652476873813
SMR,1980s,2.3549580504629746
SMR,1990s,-0.6309920038808173
SMR,2000s,3.281195387846773
SMR,2010s,-0.6260581979076023
SMR,2020-2024,-0.7154217814814559
SOM,1960s,-6.727752465024656
SOM,1970s,1.3251400267297573
SOM,1980s,1.951267328167365
SOM,1990s,3.8940853793716528
SOM,2000s,0.6441678765413212
SOM,2010s,4.816413246141197
SOM,2020-2024,-0.09534683529950568
SRB,1960s,0.06110712644209361
SRB,1970s,-1.0577897651856882
SRB,1980s,-1.063595769832526
SRB,1990s,-11.511579104564973
SRB,2000s,7.386181161194022
SRB,2010s,4.605265636404627
SRB,2020-2024,-1.70862212991206
SSD,1960s,-7.609047245568878
SSD,1970s,9.052301145729368
SSD,1980s,-2.1601197195825916
SSD,1990s,-1.1285218922240587
SSD,2000s,3.378083271023406
SSD,2010s,-3.4668658775981553
SSD,2020-2024,-0.18777900856298366
STP,1960s,-7.9421090736081466
STP,1970s,4.124163356775755
STP,1980s,0.9314922523099636
STP,1990s,2.2592652142806022
STP,2000s,1.1433415482541416
STP,2010s,1.251889270076539
STP,2020-2024,0.8569570387210614
SUR,1960s,-4.487488462682746
SUR,1970s,7.668150955295571
SUR,1980s,-5.775715252769995
SUR,1990s,6.256539407703823
SUR,2000s,-0.08586929605288207
SUR,2010s,1.1900999549569256
SUR,2020-2024,0.7271152456671968
SVK,1960s,3.0536569697973905
SVK,1970s,6.458644752979792
SVK,1980s,1.8565651881561946
SVK,1990s,-3.4002064498225693
SVK,2000s,2.8051405875554014
SVK,2010s,-0.8166605664732383
SVK,2020-2024,-0.06668748478965114
SVN,1960s,0.07307572587780434
SVN,1970s,0.6236243120677796
SVN,1980s,-2.6193985513185485
SVN,1990s,11.420957933592408
SVN,2000s,0.9254533012123787
SVN,2010s,-1.66432231447783
SVN,2020-2024,-0.22156920471504252
SWE,1960s,-4.124843360725791
SWE,1970s,3.292632742441819
SWE,1980s,-0.8329972120585045
SWE,1990s,8.104320781517858
SWE,2000s,-1.4897072192455583
SWE,2010s,-0.5791599499605989
SWE,2020-2024,0.8614080473854202
SWZ,1960s,5.136026022611903
SWZ,1970s,-4.3589857485085055
SWZ,1980s,1.9476334539912283
SWZ,1990s,-4.218740207934113
SWZ,2000s,1.5108942255961777
SWZ,2010s,-3.471490576491198
SWZ,2020-2024,0.011103169838499821
SYC,1960s,3.425461836233611
SYC,1970s,6.1873019226638695
SYC,1980s,-1.084324473188224
SYC,1990s,-2.5447647446047696
SYC,2000s,3.222310222834114
SYC,2010s,-1.6128444071797368
SYC,2020-2024,0.0005078021859052234
SYR,1960s,1.3109413049918741
SYR,1970s,6.397605135689659
SYR,1980s,-3.036084504602628
SYR,1990s,2.781688128597205
SYR,2000s,-5.613202556647879
SYR,2010s,-9.253087764393289
SYR,2020-2024,0.5789868166601816
TCD,1960s,-6.907662466477225
TCD,1970s,5.062012014737694
TCD,1980s,6.7750384623107145
TCD,1990s,-4.705423940800516
TCD,2000s,8.225575307137031
TCD,2010s,0.2411612335449865
TCD,2020-2024,-1.7318755836783166
TGO,1960s,-6.4472374812119595
TGO,1970s,2.0807621347355503
TGO,1980s,0.516095698869218
TGO,1990s,-8.927634933985415
TGO,2000s,5.3780510281717095
TGO,2010s,1.5974593766292065
TGO,2020-2024,0.270601607569938
THA,1960s,-0.5223372366948211
THA,1970s,-4.84874618850368
THA,1980s,-0.2784602457283288
THA,1990s,-0.17496267236586444
THA,2000s,-1.9800221450638613
THA,2010s,0.425984308977414
THA,2020-2024,1.7695413166838743
TJK,1960s,2.2309582325207558
TJK,1970s,-1.2362521548425986
TJK,1980s,1.816889381865602
TJK,1990s,3.9136813181137553
TJK,2000s,2.140768529035853
TJK,2010s,-0.3731459916049577
TJK,2020-2024,0.747265688500363
TKM,1960s,3.768091331875457
TKM,1970s,1.1760962589504989
TKM,1980s,6.632935473079674
TKM,1990s,1.6531231564129145
TKM,2000s,-1.7946686982266842
TKM,2010s,0.6053660495010775
TKM,2020-2024,0.2501257171452413
TLS,1960s,-1.7564756158946302
TLS,1970s,-1.5532346906524794
TLS,1980s,2.1072589849063332
TLS,1990s,-0.23060581800510782
TLS,2000s,4.060833385050499
TLS,2010s,-0.3815534015502485
TLS,2020-2024,0.08634367049994184
TON,1960s,3.5706645341333445
TON,1970s,-2.0952328375015337
TON,1980s,-2.7128404131207713
TON,1990s,1.4451317693122805
TON,2000s,-0.9066103053051833
TON,2010s,1.0607079260139125
TON,2020-2024,0.3716406418960631
TTO,1960s,7.183334965359277
TTO,1970s,1.1100141191509965
TTO,1980s,-0.4089557191179736
TTO,1990s,2.2649911525078
TTO,2000s,-1.4047293149627709
TTO,2010s,-1.0774354567462265
TTO,2020-2024,1.332464680546175
TUN,1960s,-2.9781457729520557
TUN,1970s,2.0459323575529123
TUN,1980s,1.8144664914600304
TUN,1990s,-1.7701067191377047
TUN,2000s,0.4582673788459572
TUN,2010s,4.272491497670417
TUN,2020-2024,-2.714033790986607
TUR,1960s,-1.4858441795493735
TUR,1970s,-3.0994266505117833
TUR,1980s,2.2198874932984776
TUR,1990s,1.4136477756063044
TUR,2000s,-1.5990877435571704
TUR,2010s,-2.873116718548187
TUR,2020-2024,0.9745197266298269
TUV,1960s,4.910867858527076
TUV,1970s,3.918567250868054
TUV,1980s,-3.729748595690607
TUV,1990s,-0.5720907536168477
TUV,2000s,-6.236640742572009
TUV,2010s,2.1463218585054586
TUV,2020-2024,-0.4289659123515987
TZA,1960s,2.611977684989378
TZA,1970s,4.994614358150535
TZA,1980s,1.621002713367346
TZA,1990s,-0.49973841005426073
TZA,2000s,1.2741901847187083
TZA,2010s,-2.95210223283025
TZA,2020-2024,2.0880614932028365
UGA,1960s,8.0481863133008
UGA,1970s,-4.578925049012541
UGA,1980s,1.978634498121043
UGA,1990s,3.4014661500153967
UGA,2000s,-0.39954334075614295
UGA,2010s,-2.9901091124461194
UGA,2020-2024,-1.8201840192405379
UKR,1960s,5.217859712829752
UKR,1970s,1.60451880334026
UKR,1980s,2.519823446437048
UKR,1990s,7.480695231074927
UKR,2000s,-2.6708814668323027
UKR,2010s,-2.0689521820740775
UKR,2020-2024,0.4094371584037617
URY,1960s,-1.4336136826067714
URY,1970s,-2.794878553329618
URY,1980s,10.102998723589156
URY,1990s,3.103570453395899
URY,2000s,-0.7913578002449333
URY,2010s,0.9356030762897709
URY,2020-2024,0.4401015855000225
USA,1960s,-0.151324665316654
USA,1970s,0.9881316095085628
USA,1980s,0.2257179160361008
USA,1990s,-1.6701620129082042
USA,2000s,0.24419125324170549
USA,2010s,-2.115093086537148
USA,2020-2024,1.34876980236019
UZB,1960s,4.885742140845723
UZB,1970s,-0.7760500486700362
UZB,1980s,4.189373733530977
UZB,1990s,7.338346131883636
UZB,2000s,-4.974003195022169
UZB,2010s,1.7907285523028702
UZB,2020-2024,-0.16788157496696712
VCT,1960s,1.6044663859736636
VCT,1970s,1.9426908683964035
VCT,1980s,-1.4556229196633765
VCT,1990s,-0.7540139902090854
VCT,2000s,-0.7393543530581179
VCT,2010s,-2.3956236391466734
VCT,2020-2024,0.37929621889275844
VEN,1960s,0.608205684823694
VEN,1970s,-3.4722048403024672
VEN,1980s,-1.9497538936543766
VEN,1990s,2.611138872800101
VEN,2000s,-7.920373209600218
VEN,2010s,-2.2832731044268977
VEN,2020-2024,3.5369117405721813
VNM,1960s,-1.7709186456371773
VNM,1970s,0.1546147921010473
VNM,1980s,0.3689971989734893
VNM,1990s,5.739943162441641
VNM,2000s,-1.8980276739808821
VNM,2010s,-2.0302427449024663
VNM,2020-2024,1.1294432586903955
VUT,1960s,-0.46507596863168366
VUT,1970s,0.7751732511476958
VUT,1980s,3.028158205678166
VUT,1990s,-0.8235284167537261
VUT,2000s,0.08649196054295427
VUT,2010s,2.8727891665644787
VUT,2020-2024,-0.07517661942908785
WSM,1960s,-0.4489374350738437
WSM,1970s,0.1041270381770423
WSM,1980s,-1.3093426947207685
WSM,1990s,-3.1514947491891885
WSM,2000s,-3.2270512765073036
WSM,2010s,0.2502444910869551
WSM,2020-2024,0.004414729914038393
YEM,1960s,2.4315523368859226
YEM,1970s,3.442151719421454
YEM,1980s,2.155540857984313
YEM,1990s,-2.478463677115186
YEM,2000s,5.8405884279146685
YEM,2010s,-1.6808587646567357
YEM,2020-2024,0.4714871267277763
ZAF,1960s,-3.4431473696273196
ZAF,1970s,-0.5638059304743783
ZAF,1980s,0.7429102845484621
ZAF,1990s,14.042293107914439
ZAF,2000s,-2.7900928195580974
ZAF,2010s,-0.9711032298157682
ZAF,2020-2024,-0.5062004122638945
ZMB,1960s,7.217276031520056
ZMB,1970s,1.2296751505302908
ZMB,1980s,-2.0295734962540273
ZMB,1990s,-0.35352970092948544
ZMB,2000s,1.9506128318433806
ZMB,2010s,-1.1615055738604751
ZMB,2020-2024,1.1546308255412392
ZWE,1960s,-14.296403746433468
ZWE,1970s,11.217289857265921
ZWE,1980s,0.5761098084013783
ZWE,1990s,0.8459146184737176
ZWE,2000s,-3.004426119616056
ZWE,2010s,3.6907863160616787
ZWE,2020-2024,0.17160753072105345
